handle,text,cleanText,textLength,textTag,is_retweet,original_author,datetime,date,time,lang,retweet_count,favorite_count
realDonaldTrump,".@RealDonaldTrump is right. If @HillaryClinton gets to pick her anti-#2A #SCOTUS judges, there’s nothing we can do. #NeverHillary",".RealDonaldTrump is right. If HillaryClinton gets to pick her anti-2A SCOTUS judges, there’s nothing we can do. NeverHillary",18,Neutral,True,NRA,2016-08-09 20:49:38,2016-08-09,20:49:38,en,7813,15854
realDonaldTrump,"2/2  How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium as well as he did?","2/2  How many of our presidents, even our great presidents, would have handled the antics that went on in that auditorium as well as he did?",26,Positive,True,Carl_C_Icahn,2016-08-09 20:15:16,2016-08-09,20:15:16,en,4362,12993
realDonaldTrump,1/2   Believe Trump gave a great speech.,1/2   Believe Trump gave a great speech.,7,Positive,True,Carl_C_Icahn,2016-08-09 20:15:14,2016-08-09,20:15:14,en,3478,11406
HillaryClinton,"""A person seeking to be the President of the United States should not suggest violence in any way."" https://t.co/Uu55CBCqdK","""A person seeking to be the President of the United States should not suggest violence in any way."" ",18,Positive,False,,2016-08-09 20:03:51,2016-08-09,20:03:51,en,14963,33791
HillaryClinton,Here’s the sad truth: There is no other Donald Trump. This is it. https://t.co/XNDh0d5csA,Here’s the sad truth: There is no other Donald Trump. This is it. ,13,Negative,False,,2016-08-09 19:13:29,2016-08-09,19:13:29,en,2820,8906
HillaryClinton,How can we prevent the spread of Zika in the U.S.? Hillary and @TimKaine respond on @Quora: https://t.co/ncuMmTCrSN https://t.co/ZeQOgVVxhX,How can we prevent the spread of Zika in the U.S.? Hillary and TimKaine respond on Quora:  ,17,Neutral,False,,2016-08-09 17:28:15,2016-08-09,17:28:15,en,1121,2783
HillaryClinton,"Donald Trump's economic plan is a bad deal for working families—and a big tax cut for Donald Trump.
https://t.co/D0oOe6bwza",Donald Trump's economic plan is a bad deal for working families—and a big tax cut for Donald Trump.,18,Negative,False,,2016-08-09 15:20:06,2016-08-09,15:20:06,en,3838,7079
HillaryClinton,"Trump's trickle-down economic plan: big giveaways for those at the top at the expense of everyone else.
https://t.co/rXg4m7ulg4",Trump's trickle-down economic plan: big giveaways for those at the top at the expense of everyone else.,17,Positive,False,,2016-08-09 14:23:38,2016-08-09,14:23:38,en,2283,5855
realDonaldTrump,"""@LinHen23:  @foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help #MAGA #NeverHillary""","""LinHen23:  foxandfriends Loved Trump's answers to voters questions this morning! Trump's economic plan will help MAGA NeverHillary""",17,Positive,False,,2016-08-09 12:02:25,2016-08-09,12:02:25,en,5573,18225
realDonaldTrump,"""@sprts08: @realDonaldTrump @foxandfriends great interview.....all solid points on our economy TRUMP2016""","""sprts08: realDonaldTrump foxandfriends great interview.....all solid points on our economy TRUMP2016""",11,Positive,False,,2016-08-09 12:01:33,2016-08-09,12:01:33,en,3881,14179
realDonaldTrump,"I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!","I am running against the Washington insiders, just like I did in the Republican Primaries. These are the people that have made U.S. a mess!",25,Neutral,False,,2016-08-09 11:59:25,2016-08-09,11:59:25,en,16457,47255
realDonaldTrump,Will be interviewed on @foxandfriends now!,Will be interviewed on foxandfriends now!,6,Neutral,False,,2016-08-09 11:32:43,2016-08-09,11:32:43,en,2223,11737
realDonaldTrump,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,Being in Detroit today was wonderful. Quick stop in Ohio to meet with some of our great supporters. Just got back home!,22,Positive,False,,2016-08-09 02:45:10,2016-08-09,02:45:10,en,5793,26126
HillaryClinton,Thank you to the more than 2 million people who have donated to this campaign. Chip in now to join them: https://t.co/r3sF3mwlFX,Thank you to the more than 2 million people who have donated to this campaign. Chip in now to join them: ,21,Positive,False,,2016-08-09 02:22:47,2016-08-09,02:22:47,en,1716,6527
realDonaldTrump,"We Can Do Better, We Must Do Better, We Will Do Better 
By LTG (R) Keith Kellogg and LTG (R) Michael Flynn @GenFlynn https://t.co/x8g3MdWjln","We Can Do Better, We Must Do Better, We Will Do Better By LTG (R) Keith Kellogg and LTG (R) Michael Flynn GenFlynn ",23,Positive,True,FieldofFight,2016-08-09 01:00:23,2016-08-09,01:00:23,en,4152,9557
realDonaldTrump,"'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.' https://t.co/I2WqZb5N8P https://t.co/i5S3mtJWpe","'As Senator Clinton promised 200,000 jobs in Upstate New York - her efforts fell flat.'  ",15,Positive,False,,2016-08-08 23:18:42,2016-08-08,23:18:42,en,7975,17817
realDonaldTrump,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,Many people are saying that the Iranians killed the scientist who helped the U.S. because of Hillary Clinton's hacked emails.,20,Negative,False,,2016-08-08 22:45:33,2016-08-08,22:45:33,en,13479,34229
realDonaldTrump,Thank you Newt!  https://t.co/Acg0hMvrpr,Thank you Newt!  ,3,Positive,False,,2016-08-08 22:43:56,2016-08-08,22:43:56,en,9033,25662
HillaryClinton,50 GOP officials sign a letter declaring that Trump “would be the most reckless president in American history” https://t.co/QglcBt9uog,50 GOP officials sign a letter declaring that Trump “would be the most reckless president in American history” ,18,Negative,True,nytimes,2016-08-08 22:43:21,2016-08-08,22:43:21,en,4348,6040
HillaryClinton,Presidential &amp; VP candidates @HillaryClinton &amp; @timkaine are now answering in their Session! https://t.co/jVxzCWBXX3 https://t.co/t6RSgkzAMJ,Presidential &amp; VP candidates HillaryClinton &amp; timkaine are now answering in their Session!  ,13,Neutral,True,Quora,2016-08-08 22:37:46,2016-08-08,22:37:46,en,438,1329
realDonaldTrump,Thank you Congressman Steven Palazzo! https://t.co/R5Z4CGfjqJ https://t.co/XGSIJJQiGJ,Thank you Congressman Steven Palazzo!  ,5,Positive,False,,2016-08-08 22:27:02,2016-08-08,22:27:02,en,6183,16834
realDonaldTrump,"Thank you Senator David Perdue!
https://t.co/d0dCUZ20jf https://t.co/LmfiGByFPb",Thank you Senator David Perdue! ,5,Positive,False,,2016-08-08 22:24:09,2016-08-08,22:24:09,en,6203,15843
realDonaldTrump,"Thank you @RepLouBarletta!
https://t.co/bre8u93vac https://t.co/eKtSXUw51R",Thank you RepLouBarletta! ,3,Positive,False,,2016-08-08 22:20:31,2016-08-08,22:20:31,en,4726,13869
realDonaldTrump,Thank you @NFIB- together we will #MakeAmericaGreatAgain!  https://t.co/wQQIHQKsdK,Thank you NFIB- together we will MakeAmericaGreatAgain!  ,7,Positive,False,,2016-08-08 22:15:44,2016-08-08,22:15:44,en,4579,13543
realDonaldTrump,Thank you!  https://t.co/4p0hzpkVWF,Thank you!  ,2,Positive,False,,2016-08-08 22:12:21,2016-08-08,22:12:21,en,3659,12284
realDonaldTrump,Thank you Alex!  https://t.co/c2uIa7mndP,Thank you Alex!  ,3,Positive,False,,2016-08-08 22:06:25,2016-08-08,22:06:25,en,4295,13400
HillaryClinton,Even @realDonaldTrump's childcare plan gives billionaires w/ a nanny a tax break while millions of low-income households get nothing.,Even realDonaldTrump's childcare plan gives billionaires w/ a nanny a tax break while millions of low-income households get nothing.,19,Neutral,True,elizabethforma,2016-08-08 21:32:14,2016-08-08,21:32:14,en,6451,11515
HillaryClinton,.@realDonaldTrump's econ plan was written by rich corporate insider advisors to make the economy even greater for rich corporate insiders.,.realDonaldTrump's econ plan was written by rich corporate insider advisors to make the economy even greater for rich corporate insiders.,20,Positive,True,elizabethforma,2016-08-08 21:31:54,2016-08-08,21:31:54,en,5435,11188
HillaryClinton,"Last night, swimmer @KatieLedecky won gold and broke her own world record in the 400m freestyle. Congrats, Katie! https://t.co/db79swBbOr","Last night, swimmer KatieLedecky won gold and broke her own world record in the 400m freestyle. Congrats, Katie! ",18,Positive,False,,2016-08-08 20:30:14,2016-08-08,20:30:14,en,2056,10162
realDonaldTrump,".@NFIB encouraged by @realDonaldTrump’s #taxplan, says #smallbiz would benefit from lower tax rate: https://t.co/JCQCvXj9WC",".NFIB encouraged by realDonaldTrump’s taxplan, says smallbiz would benefit from lower tax rate: ",13,Positive,True,NFIB,2016-08-08 20:14:57,2016-08-08,20:14:57,en,3355,8126
HillaryClinton,Just imagine Donald Trump in the Oval Office facing a real crisis. We can’t afford that kind of risk.,Just imagine Donald Trump in the Oval Office facing a real crisis. We can’t afford that kind of risk.,19,Negative,False,,2016-08-08 19:56:04,2016-08-08,19:56:04,en,3166,9558
HillaryClinton,Donald Trump is not only putting our national security at risk—he’s putting our economy at risk. https://t.co/HMiJtadxMF,Donald Trump is not only putting our national security at risk—he’s putting our economy at risk. ,16,Positive,False,,2016-08-08 19:54:31,2016-08-08,19:54:31,en,3831,8271
HillaryClinton,We’re going to make sure the wealthy pay their fair share in taxes for a change: https://t.co/p7J6Ab1Agq,We’re going to make sure the wealthy pay their fair share in taxes for a change: ,16,Positive,False,,2016-08-08 19:50:37,2016-08-08,19:50:37,en,1016,3229
HillaryClinton,Donald Trump's plan is just a repackaging of trickle-down economics—and it doesn’t help our economy or the vast majority of Americans.,Donald Trump's plan is just a repackaging of trickle-down economics—and it doesn’t help our economy or the vast majority of Americans.,21,Positive,False,,2016-08-08 19:49:35,2016-08-08,19:49:35,en,3135,9140
HillaryClinton,"We've got to stand up against climate deniers.

There isn't a problem we can't solve if we put our minds to it: https://t.co/2KQRq50PP8",We've got to stand up against climate deniers.There isn't a problem we can't solve if we put our minds to it: ,21,Positive,False,,2016-08-08 19:45:28,2016-08-08,19:45:28,en,1167,3682
HillaryClinton,"Watch live as Hillary stops in St. Petersburg, Florida, for a campaign rally on the choice we face on the economy: https://t.co/09cW39nHXo","Watch live as Hillary stops in St. Petersburg, Florida, for a campaign rally on the choice we face on the economy: ",21,Negative,False,,2016-08-08 19:35:33,2016-08-08,19:35:33,en,574,2137
HillaryClinton,Answer by @HillaryClinton on her plans for her first 100 days in office if elected https://t.co/RQ50LwbmMU https://t.co/I8eEK6bkkv,Answer by HillaryClinton on her plans for her first 100 days in office if elected  ,15,Neutral,True,Quora,2016-08-08 19:12:46,2016-08-08,19:12:46,en,488,1317
HillaryClinton,"Here's what people with actual ""tremendous business success"" say about Donald Trump. https://t.co/0T22CRcy2V","Here's what people with actual ""tremendous business success"" say about Donald Trump. ",12,Positive,False,,2016-08-08 18:45:52,2016-08-08,18:45:52,en,1286,2697
HillaryClinton,.@realDonaldTrump has an economic plan...to cut the pay of hardworking UAW members. https://t.co/IhIohjOtwq #NeverTrump,.realDonaldTrump has an economic plan...to cut the pay of hardworking UAW members.  NeverTrump,13,Negative,True,UAW,2016-08-08 17:50:47,2016-08-08,17:50:47,en,714,1022
HillaryClinton,"Creating jobs — it's what Democrats do. In 3 months, let's elect another one: https://t.co/qvnYQxtH0A https://t.co/ywlFN9AOdB","Creating jobs — it's what Democrats do. In 3 months, let's elect another one:  ",14,Positive,True,TheDemocrats,2016-08-08 17:17:05,2016-08-08,17:17:05,en,1065,2188
HillaryClinton,"At a time of massive income and wealth inequality, it is absurd to provide huge tax breaks to the very rich.","At a time of massive income and wealth inequality, it is absurd to provide huge tax breaks to the very rich.",21,Positive,True,SenSanders,2016-08-08 16:37:15,2016-08-08,16:37:15,en,3478,9306
HillaryClinton,"""Clinton’s economic policies...will result in a stronger U.S. economy.” —Mark Zandi, John McCain's economic advisor https://t.co/eLL6iQNEWY","""Clinton’s economic policies...will result in a stronger U.S. economy.” —Mark Zandi, John McCain's economic advisor ",15,Positive,False,,2016-08-08 16:22:24,2016-08-08,16:22:24,en,1189,2251
HillaryClinton,Today's bombing of a hospital in Pakistan is despicable. We have to stand up against terror and come together to prevent these attacks. -H,Today's bombing of a hospital in Pakistan is despicable. We have to stand up against terror and come together to prevent these attacks. -H,24,Negative,False,,2016-08-08 15:50:59,2016-08-08,15:50:59,en,3174,10192
HillaryClinton,"In Rio, Olympic fencer Ibtihaj Muhammad became the first American Muslim athlete to compete while wearing a hijab. https://t.co/OrRSHnH2Ra","In Rio, Olympic fencer Ibtihaj Muhammad became the first American Muslim athlete to compete while wearing a hijab. ",18,Neutral,False,,2016-08-08 15:43:20,2016-08-08,15:43:20,en,6477,20251
realDonaldTrump,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,My economic policy speech will be carried live at 12:15 P.M. Enjoy!,12,Positive,False,,2016-08-08 15:20:44,2016-08-08,15:20:44,en,5534,21669
HillaryClinton,"When you're comparing Hillary's and Trump's economic plans, there are two numbers you need to know. https://t.co/GdanBYOMUz","When you're comparing Hillary's and Trump's economic plans, there are two numbers you need to know. ",16,Neutral,False,,2016-08-08 15:14:31,2016-08-08,15:14:31,en,4278,9735
HillaryClinton,"""I don't know another businessman that brags about his bankruptcies."" —@WarrenBuffett on Trump: https://t.co/Jx2p1D6UAd","""I don't know another businessman that brags about his bankruptcies."" —WarrenBuffett on Trump: ",13,Neutral,False,,2016-08-08 14:00:38,2016-08-08,14:00:38,en,1782,3830
realDonaldTrump,"Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: https://t.co/Z80d4MYIg8","Join me in Fayetteville, North Carolina tomorrow evening at 6pm. Tickets now available at: ",14,Positive,False,,2016-08-08 13:28:20,2016-08-08,13:28:20,en,4145,13325
HillaryClinton,"Donald Trump's economic plan:
1. Lower wages
2. Fewer jobs 
3. More debt
4. Tax breaks for the 0.1%
https://t.co/OLU4htKlcV",Donald Trump's economic plan:1. Lower wages2. Fewer jobs 3. More debt4. Tax breaks for the 0.1%,16,Negative,False,,2016-08-08 12:15:27,2016-08-08,12:15:27,en,15286,22541
HillaryClinton,WATCH: This special 360 degree video allows you to experience the magic of the @DemConvention balloon drop: https://t.co/5DbAXK9yb8,WATCH: This special 360 degree video allows you to experience the magic of the DemConvention balloon drop: ,17,Positive,False,,2016-08-08 03:09:32,2016-08-08,03:09:32,en,579,2066
HillaryClinton,"""She doesn't just see one America. She sees all of America &amp; knows that we need all of us."" —@CoryBooker on Hillary
https://t.co/EgkawPBAta","""She doesn't just see one America. She sees all of America &amp; knows that we need all of us."" —CoryBooker on Hillary",22,Neutral,False,,2016-08-08 02:31:03,2016-08-08,02:31:03,en,3499,9344
HillaryClinton,We have some questions about @realDonaldTrump's cozy relationship with Russia. https://t.co/aetHzJyJCo,We have some questions about realDonaldTrump's cozy relationship with Russia. ,10,Neutral,False,,2016-08-08 00:58:24,2016-08-08,00:58:24,en,2279,4774
realDonaldTrump,"#ICYMI: ""Will Media Apologize to Trump?"" https://t.co/ia7rKBmioA","ICYMI: ""Will Media Apologize to Trump?"" ",6,Positive,False,,2016-08-08 00:05:54,2016-08-08,00:05:54,en,8186,19635
realDonaldTrump,"Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!","Michael Morell, the lightweight former Acting Director of C.I.A., and a man who has made serious bad calls, is a total Clinton flunky!",23,Negative,False,,2016-08-07 23:09:08,2016-08-07,23:09:08,en,7815,25019
HillaryClinton,"In America, if you can dream it, you should be able to build it.
https://t.co/xduxyCcwj3","In America, if you can dream it, you should be able to build it.",14,Positive,False,,2016-08-07 22:30:44,2016-08-07,22:30:44,en,2537,7221
HillaryClinton,We're live on Facebook giving a demo of our Hillary for America mobile app. Tune in to get an inside look: https://t.co/0wuPE0hMcL.,We're live on Facebook giving a demo of our Hillary for America mobile app. Tune in to get an inside look: ,21,Positive,True,HFA,2016-08-07 21:56:58,2016-08-07,21:56:58,en,326,1086
realDonaldTrump,"The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!","The media is going crazy. They totally distort so many things on purpose. Crimea, nuclear, ""the baby"" and so much more. Very dishonest!",23,Negative,False,,2016-08-07 21:31:46,2016-08-07,21:31:46,en,13942,41675
realDonaldTrump,CLINTON EMAIL LED TO EXECUTION IN IRAN? https://t.co/4rY1faptL6,CLINTON EMAIL LED TO EXECUTION IN IRAN? ,7,Neutral,True,DRUDGE_REPORT,2016-08-07 21:25:58,2016-08-07,21:25:58,en,8358,11823
HillaryClinton,"The NRA is based in Virginia, but that's never stopped @TimKaine from leading the fight to reduce gun violence. https://t.co/J9F086bQmo","The NRA is based in Virginia, but that's never stopped TimKaine from leading the fight to reduce gun violence. ",19,Negative,False,,2016-08-07 20:17:42,2016-08-07,20:17:42,en,1865,6556
HillaryClinton,"No one wants to earn a Purple Heart. But to those who did, you have America's unending gratitude and admiration. Thank you. #PurpleHeartDay","No one wants to earn a Purple Heart. But to those who did, you have America's unending gratitude and admiration. Thank you. PurpleHeartDay",23,Positive,True,JoeBiden,2016-08-07 19:53:06,2016-08-07,19:53:06,en,7416,20909
HillaryClinton,"Donald Trump's no good, horrible, very bad week. https://t.co/MtgwywgJ3q","Donald Trump's no good, horrible, very bad week. ",8,Negative,False,,2016-08-07 19:32:03,2016-08-07,19:32:03,en,1405,4341
HillaryClinton,Laurie Hernandez is the first U.S.-born Latina on the Olympic gymnastics team since '84. Good luck! #ImWithHernandez https://t.co/C1S688jCt6,Laurie Hernandez is the first U.S.-born Latina on the Olympic gymnastics team since '84. Good luck! ImWithHernandez ,17,Positive,False,,2016-08-07 18:53:34,2016-08-07,18:53:34,en,6131,20705
HillaryClinton,Proud to celebrate Nat. Purple Heart Day today. Thank you to my fellow vets &amp; service members for your sacrifice. https://t.co/C7ZqjhImS5,Proud to celebrate Nat. Purple Heart Day today. Thank you to my fellow vets &amp; service members for your sacrifice. ,20,Positive,True,BishopGarrison,2016-08-07 17:51:29,2016-08-07,17:51:29,en,1227,3920
HillaryClinton,"In honor of our Weekend of Action, read why Jasmine Smalls (@ajazzyworld) is a proud member of Team #VirWINia. https://t.co/zomeZ1wXgY","In honor of our Weekend of Action, read why Jasmine Smalls (ajazzyworld) is a proud member of Team VirWINia. ",19,Positive,True,HillaryforVA,2016-08-07 17:27:20,2016-08-07,17:27:20,en,417,1441
HillaryClinton,"""She will deliver on the most important duty of a president—keeping our nation safe."" —Michael Morell on Hillary https://t.co/zmI3BOCH9Y","""She will deliver on the most important duty of a president—keeping our nation safe."" —Michael Morell on Hillary ",18,Positive,False,,2016-08-07 17:15:55,2016-08-07,17:15:55,en,2318,6186
HillaryClinton,"Three-time world all-around champion @Simone_Biles is set to make history at the Olympics. Good luck, Simone! https://t.co/JkiQ8hc1Xt","Three-time world all-around champion Simone_Biles is set to make history at the Olympics. Good luck, Simone! ",16,Positive,False,,2016-08-07 16:35:53,2016-08-07,16:35:53,en,3588,13925
HillaryClinton,"“On the issues, there’s no comparison in terms of thoughtfulness, thoroughness, and practicality."" —@HoustonChron https://t.co/hcFQLBYJfS","“On the issues, there’s no comparison in terms of thoughtfulness, thoroughness, and practicality."" —HoustonChron ",14,Positive,False,,2016-08-07 15:00:45,2016-08-07,15:00:45,en,1921,5406
HillaryClinton,"So proud of you, Karla.
https://t.co/iSQBiY8PyA","So proud of you, Karla.",5,Positive,False,,2016-08-07 14:13:42,2016-08-07,14:13:42,en,2275,6535
realDonaldTrump,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,I see where Mayor Stephanie Rawlings-Blake of Baltimore is pushing Crooked hard. Look at the job she has done in Baltimore. She is a joke!,25,Positive,False,,2016-08-07 13:49:29,2016-08-07,13:49:29,en,10930,34047
HillaryClinton,"“#sendDonaldtospace” —@JeffBezos

Trump's peer reviews are dismal: https://t.co/AC4zW7KhrH",“sendDonaldtospace” —JeffBezosTrump's peer reviews are dismal: ,6,Negative,False,,2016-08-07 13:10:08,2016-08-07,13:10:08,en,1323,3151
realDonaldTrump,"Thank you Windham, New Hampshire! #TrumpPence16 #MAGA https://t.co/ZL4Q01Q49s","Thank you Windham, New Hampshire! TrumpPence16 MAGA ",7,Positive,False,,2016-08-07 02:19:37,2016-08-07,02:19:37,en,6235,20820
realDonaldTrump,".@Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate'
https://t.co/YbqkhWNm0g",.Larry_Kudlow - 'Donald Trump Is the middle-class growth candidate',9,Positive,False,,2016-08-07 02:03:39,2016-08-07,02:03:39,en,8822,21439
realDonaldTrump,"I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!","I am not just running against Crooked Hillary Clinton, I am running against the very dishonest and totally biased media - but I will win!",25,Positive,False,,2016-08-07 01:53:45,2016-08-07,01:53:45,en,28607,88516
HillaryClinton,45 reasons why Trump should never be president—just from this week alone. https://t.co/0cJ6fQeepR,45 reasons why Trump should never be president—just from this week alone. ,12,Negative,False,,2016-08-07 00:02:56,2016-08-07,00:02:56,en,3980,8156
HillaryClinton,"Seriously, what is going on with Trump and Russia? https://t.co/N6ySNILYMx","Seriously, what is going on with Trump and Russia? ",9,Negative,False,,2016-08-06 22:57:08,2016-08-06,22:57:08,en,5913,10278
HillaryClinton,"This is what I saw while photographing @HillaryClinton, @POTUS and more at the #DemConvention. https://t.co/jY0RO1XNJX","This is what I saw while photographing HillaryClinton, POTUS and more at the DemConvention. ",14,Neutral,True,barb_kinney,2016-08-06 22:12:53,2016-08-06,22:12:53,en,1096,3242
HillaryClinton,"The right to vote is at the heart of our democracy, and a weakened VRA threatens that right for too many. It's time to #RestoreTheVRA.","The right to vote is at the heart of our democracy, and a weakened VRA threatens that right for too many. It's time to RestoreTheVRA.",25,Negative,True,timkaine,2016-08-06 21:37:06,2016-08-06,21:37:06,en,2723,6682
HillaryClinton,Why the @HoustonChron is urging voters to support Hillary in the “starkest political choice in living memory”: https://t.co/phjf19ybXr,Why the HoustonChron is urging voters to support Hillary in the “starkest political choice in living memory”: ,17,Positive,False,,2016-08-06 20:59:02,2016-08-06,20:59:02,en,2288,5745
HillaryClinton,Why do Trump’s foreign policy ideas read like a Putin wish list? https://t.co/IrJqXq0Kfg,Why do Trump’s foreign policy ideas read like a Putin wish list? ,12,Positive,False,,2016-08-06 20:09:34,2016-08-06,20:09:34,en,2425,4670
realDonaldTrump,"#CrookedHillary is not fit to be our next president! #TrumpPence16 
https://t.co/I0zJO2sZKk",CrookedHillary is not fit to be our next president! TrumpPence16 ,10,Negative,False,,2016-08-06 20:04:08,2016-08-06,20:04:08,en,8455,25361
HillaryClinton,Four years ago today. https://t.co/WPM1I9PPN3,Four years ago today. ,4,Neutral,False,,2016-08-06 19:12:34,2016-08-06,19:12:34,en,11112,18616
HillaryClinton,"… so yeah, it's been quite a week for Donald Trump. https://t.co/UsexFeJjtl","… so yeah, it's been quite a week for Donald Trump. ",11,Positive,False,,2016-08-06 18:59:46,2016-08-06,18:59:46,en,6760,11884
HillaryClinton,Here's the story behind our campaign's first braille button: https://t.co/xbiY2gaPB5.,Here's the story behind our campaign's first braille button: ,9,Neutral,True,HFA,2016-08-06 18:41:07,2016-08-06,18:41:07,en,1247,3094
realDonaldTrump,"Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!","Heading to New Hampshire - will be talking about Hillary saying her brain SHORT CIRCUITED, and other things!",18,Neutral,False,,2016-08-06 18:11:50,2016-08-06,18:11:50,en,8945,29653
HillaryClinton,"Deeply concerned by raid on #ugpride2016. Many detained, incl. @Frankmugisha. LGBT citizens deserve protection. https://t.co/x1mlavJOvL","Deeply concerned by raid on ugpride2016. Many detained, incl. Frankmugisha. LGBT citizens deserve protection. ",14,Negative,True,AmbassadorRice,2016-08-06 16:12:33,2016-08-06,16:12:33,en,638,1572
HillaryClinton,"America is stronger when we expand access to the ballot box, not restrict it. It's time to #RestoreTheVRA. https://t.co/uId57oQgUn","America is stronger when we expand access to the ballot box, not restrict it. It's time to RestoreTheVRA. ",18,Positive,False,,2016-08-06 16:05:14,2016-08-06,16:05:14,en,3640,9304
realDonaldTrump,"Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""","Anybody whose mind ""SHORT CIRCUITS"" is not fit to be our president! Look up the word ""BRAINWASHED.""",17,Negative,False,,2016-08-06 14:48:14,2016-08-06,14:48:14,en,13832,37267
HillaryClinton,"Four gold medals and counting: Today, @SerenaWilliams hits the court in Rio to add to her collection. https://t.co/iOMV0FH38S","Four gold medals and counting: Today, SerenaWilliams hits the court in Rio to add to her collection. ",17,Neutral,False,,2016-08-06 14:37:40,2016-08-06,14:37:40,en,5264,18984
realDonaldTrump,"Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!","Crooked Hillary said loudly, and for the world to see, that she ""SHORT CIRCUITED"" when answering a question on her e-mails. Very dangerous!",23,Negative,False,,2016-08-06 14:24:43,2016-08-06,14:24:43,en,14016,39883
realDonaldTrump,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,Hillary Clinton is being badly criticized for her poor performance in answering questions. Let us all see what happens!,19,Negative,False,,2016-08-06 11:53:00,2016-08-06,11:53:00,en,9728,34648
realDonaldTrump,"Good luck #TeamUSA
#OpeningCeremony #Rio2016 https://t.co/mS8qsQpJPh",Good luck TeamUSAOpeningCeremony Rio2016 ,4,Positive,False,,2016-08-06 03:59:08,2016-08-06,03:59:08,en,10719,35693
realDonaldTrump,"'Trump is right about violent crime: It’s on the rise in major cities'
https://t.co/XbnZ5vktGk",'Trump is right about violent crime: It’s on the rise in major cities',13,Negative,False,,2016-08-06 02:57:11,2016-08-06,02:57:11,en,8504,20495
realDonaldTrump,"Thank you Green Bay, Wisconsin! Governor @Mike_Pence and I will be back soon. #TrumpPence16 #MAGA https://t.co/qsYbyrm3UR","Thank you Green Bay, Wisconsin! Governor Mike_Pence and I will be back soon. TrumpPence16 MAGA ",15,Positive,False,,2016-08-06 02:44:55,2016-08-06,02:44:55,en,5670,20251
HillaryClinton,"At the Paris 1900 games, golfer Margaret Abbott became the first American woman to win an Olympic gold medal. https://t.co/kT9jIHvVu8","At the Paris 1900 games, golfer Margaret Abbott became the first American woman to win an Olympic gold medal. ",19,Positive,False,,2016-08-06 00:05:12,2016-08-06,00:05:12,en,5233,20102
realDonaldTrump,"DON'T LET HILLARY CLINTON DO IT AGAIN!
#TrumpPence16
https://t.co/1mGkPNZPKF",DON'T LET HILLARY CLINTON DO IT AGAIN!TrumpPence16,7,Neutral,False,,2016-08-05 23:53:53,2016-08-05,23:53:53,en,18434,33408
HillaryClinton,Ready for the opening ceremony. U.S.A! U.S.A! https://t.co/zcDofsiIcJ,Ready for the opening ceremony. U.S.A! U.S.A! ,7,Positive,True,HFA,2016-08-05 23:41:11,2016-08-05,23:41:11,en,1028,3998
realDonaldTrump,"Thank you Des Moines, Iowa! Governor @Mike_Pence and I appreciate your support! #MAGA #TrumpTrain https://t.co/gr6tGqqmcm","Thank you Des Moines, Iowa! Governor Mike_Pence and I appreciate your support! MAGA TrumpTrain ",14,Positive,False,,2016-08-05 22:42:08,2016-08-05,22:42:08,en,5923,20218
HillaryClinton,"Trump just said he “doesn’t throw babies out” of his rallies...

Let’s review the record.
https://t.co/u3a8RDNNrr",Trump just said he “doesn’t throw babies out” of his rallies...Let’s review the record.,14,Neutral,False,,2016-08-05 22:33:04,2016-08-05,22:33:04,en,5372,10504
HillaryClinton,"""We have never had a candidate that was more qualified to take the office of president."" —@POTUS on Hillary https://t.co/EJ9xI5VQK7","""We have never had a candidate that was more qualified to take the office of president."" —POTUS on Hillary ",19,Neutral,False,,2016-08-05 21:08:02,2016-08-05,21:08:02,en,2885,8020
realDonaldTrump,#MakeAmericaSafeAgain https://t.co/5yuLKyh8Q6,MakeAmericaSafeAgain ,1,Neutral,False,,2016-08-05 20:03:29,2016-08-05,20:03:29,und,14944,29738
